date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:43:12	2309/2309	---M--	200	added ('OK')	image/png	etag:%22905-562a9b2e68480%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/mar.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/mar.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:12	4678/4678	---M--	200	added ('OK')	image/png	etag:%221246-562a9b2e68480%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/irn.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/irn.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:12	1242/1242	---M--	200	added ('OK')	image/png	etag:%224da-562a9b2a97b80%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/colombia.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/colombia.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:12	38867/38867	---M--	200	added ('OK')	image/jpeg	etag:%2297d3-562a9b5fff980%22	https://html.iwthemes.com/sportscup/run/img/players/1.jpg	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/players/1.jpg	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:13	51698/51698	---M--	200	added ('OK')	image/jpeg	etag:%22c9f2-562a9b5fff980%22	https://html.iwthemes.com/sportscup/run/img/players/2.jpg	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/players/2.jpg	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:13	40151/40151	---M--	200	added ('OK')	image/jpeg	etag:%229cd7-562a9b5fff980%22	https://html.iwthemes.com/sportscup/run/img/players/3.jpg	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/players/3.jpg	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:13	43283/43283	---M--	200	added ('OK')	image/jpeg	etag:%22a913-562a9b61e7e00%22	https://html.iwthemes.com/sportscup/run/img/players/4.jpg	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/players/4.jpg	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:13	47092/47092	---M--	200	added ('OK')	image/jpeg	etag:%22b7f4-562a9b61e7e00%22	https://html.iwthemes.com/sportscup/run/img/players/5.jpg	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/players/5.jpg	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:14	56062/56062	---M--	200	added ('OK')	image/jpeg	etag:%22dafe-562a9b63d0280%22	https://html.iwthemes.com/sportscup/run/img/players/6.jpg	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/players/6.jpg	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:14	1169/1169	---M--	200	added ('OK')	image/png	etag:%22491-562a9b2e68480%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/fra.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/fra.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:14	6245/6245	---M--	200	added ('OK')	image/png	etag:%221865-562a9b28af700%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/aus.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/aus.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:14	3282/3282	---M--	200	added ('OK')	image/png	etag:%22cd2-562a9b3050900%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/per.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/per.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:14	2294/2294	---M--	200	added ('OK')	image/png	etag:%228f6-562a9b2c80000%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/den.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/den.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:15	2018/2018	---M--	200	added ('OK')	image/png	etag:%227e2-562a9b28af700%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/arg.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/arg.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:15	2143/2143	---M--	200	added ('OK')	image/png	etag:%2285f-562a9b2e68480%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/isl.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/isl.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:15	4133/4133	---M--	200	added ('OK')	image/png	etag:%221025-562a9b2c80000%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/cro.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/cro.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:15	1126/1126	---M--	200	added ('OK')	image/png	etag:%22466-562a9b3050900%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/nga.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/nga.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:16	199/199	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Sep%202024%2008:13:16%20GMT	https://html.iwthemes.com/sportscup/run/group-list-html	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/group-list-html.html	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:16	6034/6034	---M--	200	added ('OK')	image/png	etag:%221792-562a9b2a97b80%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/bra.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/bra.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:16	3573/3573	---M--	200	added ('OK')	image/png	etag:%22df5-562a9b3050900%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/sui.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/sui.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:17	1413/1413	---M--	200	added ('OK')	image/png	etag:%22585-562a9b2c80000%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/costa-rica.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/costa-rica.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:17	4044/4044	---M--	200	added ('OK')	image/png	etag:%22fcc-562a9b3050900%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/srb.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/srb.png	(from https://html.iwthemes.com/sportscup/run/index.html)
13:43:17	1191/1191	---M--	200	added ('OK')	image/png	etag:%224a7-562a9b2e68480%22	https://html.iwthemes.com/sportscup/run/img/clubs-logos/ger.png	C:/Users/AJAY/Desktop/spo/html.iwthemes.com/sportscup/run/img/clubs-logos/ger.png	(from https://html.iwthemes.com/sportscup/run/index.html)
